#N	exact	computed
400	3.5	3.500002131568181
450	3.5	3.500001484371751
500	3.5	3.500001092925231
550	3.5	3.500000827534677
600	3.5	3.500000641270162
650	3.5	3.500000506846845
700	3.5	3.500000403346348
750	3.5	3.500000329495379
800	3.5	3.500000272561010
850	3.5	3.500000227995770
900	3.5	3.500000191070285
950	3.5	3.500000163057848
1000	3.5	3.500000140138582
1050	3.5	3.500000121402993
1100	3.5	3.500000105213985
1150	3.5	3.500000092299160
1200	3.5	3.500000081385224
1250	3.5	3.500000072108378
1300	3.5	3.500000064286724
1350	3.5	3.500000057192665
1400	3.5	3.500000051371899
1450	3.5	3.500000046278728
1500	3.5	3.500000041913154
1550	3.5	3.500000037911377
1600	3.5	3.500000034455297
