#   x         y(x)            y(x)^2      classical p(x)    V
 -10.000  0.33467954E-19  0.11201039E-38  0.00000000E+00   50.000000
  -9.988  0.67366986E-19  0.45383108E-38  0.00000000E+00   49.882422
  -9.976  0.10213171E-18  0.10430887E-37  0.00000000E+00   49.764983
  -9.965  0.13820564E-18  0.19100798E-37  0.00000000E+00   49.647682
  -9.953  0.17604674E-18  0.30992455E-37  0.00000000E+00   49.530519
  -9.941  0.21613321E-18  0.46713565E-37  0.00000000E+00   49.413495
  -9.929  0.25896934E-18  0.67065120E-37  0.00000000E+00   49.296609
  -9.918  0.30509173E-18  0.93080961E-37  0.00000000E+00   49.179862
  -9.906  0.35507579E-18  0.12607882E-36  0.00000000E+00   49.063253
  -9.894  0.40954274E-18  0.16772525E-36  0.00000000E+00   48.946782
  -9.882  0.46916701E-18  0.22011768E-36  0.00000000E+00   48.830450
  -9.871  0.53468432E-18  0.28588732E-36  0.00000000E+00   48.714256
  -9.859  0.60690039E-18  0.36832808E-36  0.00000000E+00   48.598201
  -9.847  0.68670045E-18  0.47155750E-36  0.00000000E+00   48.482284
  -9.835  0.77505962E-18  0.60071742E-36  0.00000000E+00   48.366505
  -9.824  0.87305436E-18  0.76222392E-36  0.00000000E+00   48.250865
  -9.812  0.98187493E-18  0.96407838E-36  0.00000000E+00   48.135363
  -9.800  0.11028393E-17  0.12162544E-35  0.00000000E+00   48.020000
  -9.788  0.12374081E-17  0.15311789E-35  0.00000000E+00   47.904775
  -9.776  0.13872020E-17  0.19243295E-35  0.00000000E+00   47.789689
  -9.765  0.15540198E-17  0.24149775E-35  0.00000000E+00   47.674740
  -9.753  0.17398590E-17  0.30271093E-35  0.00000000E+00   47.559931
  -9.741  0.19469390E-17  0.37905714E-35  0.00000000E+00   47.445260
  -9.729  0.21777259E-17  0.47424903E-35  0.00000000E+00   47.330727
  -9.718  0.24349609E-17  0.59290344E-35  0.00000000E+00   47.216332
  -9.706  0.27216906E-17  0.74075995E-35  0.00000000E+00   47.102076
  -9.694  0.30413019E-17  0.92495175E-35  0.00000000E+00   46.987958
  -9.682  0.33975601E-17  0.11543415E-34  0.00000000E+00   46.873979
  -9.671  0.37946504E-17  0.14399372E-34  0.00000000E+00   46.760138
  -9.659  0.42372253E-17  0.17954078E-34  0.00000000E+00   46.646436
  -9.647  0.47304561E-17  0.22377215E-34  0.00000000E+00   46.532872
  -9.635  0.52800904E-17  0.27879355E-34  0.00000000E+00   46.419446
  -9.624  0.58925157E-17  0.34721741E-34  0.00000000E+00   46.306159
  -9.612  0.65748297E-17  0.43228385E-34  0.00000000E+00   46.193010
  -9.600  0.73349187E-17  0.53801033E-34  0.00000000E+00   46.080000
  -9.588  0.81815442E-17  0.66937666E-34  0.00000000E+00   45.967128
  -9.576  0.91244384E-17  0.83255376E-34  0.00000000E+00   45.854394
  -9.565  0.10174411E-16  0.10351863E-33  0.00000000E+00   45.741799
  -9.553  0.11343465E-16  0.12867420E-33  0.00000000E+00   45.629343
  -9.541  0.12644930E-16  0.15989426E-33  0.00000000E+00   45.517024
  -9.529  0.14093604E-16  0.19862968E-33  0.00000000E+00   45.404844
  -9.518  0.15705914E-16  0.24667573E-33  0.00000000E+00   45.292803
  -9.506  0.17500091E-16  0.30625318E-33  0.00000000E+00   45.180900
  -9.494  0.19496368E-16  0.38010836E-33  0.00000000E+00   45.069135
  -9.482  0.21717195E-16  0.47163655E-33  0.00000000E+00   44.957509
  -9.471  0.24187477E-16  0.58503407E-33  0.00000000E+00   44.846021
  -9.459  0.26934843E-16  0.72548578E-33  0.00000000E+00   44.734671
  -9.447  0.29989933E-16  0.89939608E-33  0.00000000E+00   44.623460
  -9.435  0.33386726E-16  0.11146734E-32  0.00000000E+00   44.512388
  -9.424  0.37162895E-16  0.13810808E-32  0.00000000E+00   44.401453
  -9.412  0.41360208E-16  0.17106668E-32  0.00000000E+00   44.290657
  -9.400  0.46024958E-16  0.21182968E-32  0.00000000E+00   44.180000
  -9.388  0.51208452E-16  0.26223056E-32  0.00000000E+00   44.069481
  -9.376  0.56967544E-16  0.32453011E-32  0.00000000E+00   43.959100
  -9.365  0.63365224E-16  0.40151516E-32  0.00000000E+00   43.848858
  -9.353  0.70471269E-16  0.49661998E-32  0.00000000E+00   43.738754
