#   x         y(x)            y(x)^2      classical p(x)    V
 -10.000  0.52784001E-19  0.27861507E-38  0.00000000E+00   50.000000
  -9.980  0.10753624E-18  0.11564044E-37  0.00000000E+00   49.800200
  -9.960  0.16628249E-18  0.27649865E-37  0.00000000E+00   49.600800
  -9.940  0.23117863E-18  0.53443557E-37  0.00000000E+00   49.401800
  -9.920  0.30458824E-18  0.92773997E-37  0.00000000E+00   49.203200
  -9.900  0.38916638E-18  0.15145047E-36  0.00000000E+00   49.005000
  -9.880  0.48795249E-18  0.23809764E-36  0.00000000E+00   48.807200
  -9.860  0.60447565E-18  0.36539081E-36  0.00000000E+00   48.609800
  -9.840  0.74287559E-18  0.55186413E-36  0.00000000E+00   48.412800
  -9.820  0.90804353E-18  0.82454305E-36  0.00000000E+00   48.216200
  -9.800  0.11057874E-17  0.12227658E-35  0.00000000E+00   48.020000
  -9.780  0.13430268E-17  0.18037210E-35  0.00000000E+00   47.824200
  -9.760  0.16280236E-17  0.26504608E-35  0.00000000E+00   47.628800
  -9.740  0.19706563E-17  0.38834863E-35  0.00000000E+00   47.433800
  -9.720  0.23827458E-17  0.56774775E-35  0.00000000E+00   47.239200
  -9.700  0.28784433E-17  0.82854356E-35  0.00000000E+00   47.045000
  -9.680  0.34746925E-17  0.12073488E-34  0.00000000E+00   46.851200
  -9.660  0.41917805E-17  0.17571023E-34  0.00000000E+00   46.657800
  -9.640  0.50539928E-17  0.25542844E-34  0.00000000E+00   46.464800
  -9.620  0.60903958E-17  0.37092921E-34  0.00000000E+00   46.272200
  -9.600  0.73357662E-17  0.53813466E-34  0.00000000E+00   46.080000
  -9.580  0.88316998E-17  0.77998921E-34  0.00000000E+00   45.888200
  -9.560  0.10627930E-16  0.11295289E-33  0.00000000E+00   45.696800
  -9.540  0.12783895E-16  0.16342796E-33  0.00000000E+00   45.505800
  -9.520  0.15370607E-16  0.23625554E-33  0.00000000E+00   45.315200
  -9.500  0.18472866E-16  0.34124679E-33  0.00000000E+00   45.125000
  -9.480  0.22191901E-16  0.49248048E-33  0.00000000E+00   44.935200
  -9.460  0.26648495E-16  0.71014231E-33  0.00000000E+00   44.745800
  -9.440  0.31986706E-16  0.10231494E-32  0.00000000E+00   44.556800
  -9.420  0.38378276E-16  0.14728921E-32  0.00000000E+00   44.368200
  -9.400  0.46027866E-16  0.21185645E-32  0.00000000E+00   44.180000
  -9.380  0.55179258E-16  0.30447505E-32  0.00000000E+00   43.992200
  -9.360  0.66122711E-16  0.43722129E-32  0.00000000E+00   43.804800
  -9.340  0.79203670E-16  0.62732214E-32  0.00000000E+00   43.617800
  -9.320  0.94833085E-16  0.89933141E-32  0.00000000E+00   43.431200
  -9.300  0.11349962E-15  0.12882163E-31  0.00000000E+00   43.245000
  -9.280  0.13578408E-15  0.18437317E-31  0.00000000E+00   43.059200
  -9.260  0.16237654E-15  0.26366141E-31  0.00000000E+00   42.873800
  -9.240  0.19409648E-15  0.37673442E-31  0.00000000E+00   42.688800
  -9.220  0.23191665E-15  0.53785335E-31  0.00000000E+00   42.504200
  -9.200  0.27699130E-15  0.76724182E-31  0.00000000E+00   42.320000
