#   x         y(x)            y(x)^2      classical p(x)    V
 -10.000  0.57495409E-19  0.33057221E-38  0.00000000E+00   50.000000
  -9.978  0.11763936E-18  0.13839018E-37  0.00000000E+00   49.778025
  -9.956  0.18317851E-18  0.33554366E-37  0.00000000E+00   49.556543
  -9.933  0.25707930E-18  0.66089767E-37  0.00000000E+00   49.335556
  -9.911  0.34265925E-18  0.11741536E-36  0.00000000E+00   49.115062
  -9.889  0.44373157E-18  0.19689770E-36  0.00000000E+00   48.895062
  -9.867  0.56476917E-18  0.31896421E-36  0.00000000E+00   48.675556
  -9.844  0.71109496E-18  0.50565604E-36  0.00000000E+00   48.456543
  -9.822  0.88910612E-18  0.79050969E-36  0.00000000E+00   48.238025
  -9.800  0.11065415E-17  0.12244340E-35  0.00000000E+00   48.020000
  -9.778  0.13728025E-17  0.18845867E-35  0.00000000E+00   47.802469
  -9.756  0.16993409E-17  0.28877596E-35  0.00000000E+00   47.585432
  -9.733  0.21001277E-17  0.44105364E-35  0.00000000E+00   47.368889
  -9.711  0.25922219E-17  0.67196146E-35  0.00000000E+00   47.152840
  -9.689  0.31964614E-17  0.10217366E-34  0.00000000E+00   46.937284
  -9.667  0.39383017E-17  0.15510220E-34  0.00000000E+00   46.722222
  -9.644  0.48488349E-17  0.23511200E-34  0.00000000E+00   46.507654
  -9.622  0.59660283E-17  0.35593493E-34  0.00000000E+00   46.293580
  -9.600  0.73362270E-17  0.53820226E-34  0.00000000E+00   46.080000
  -9.578  0.90159798E-17  0.81287891E-34  0.00000000E+00   45.866914
  -9.556  0.11074254E-16  0.12263910E-33  0.00000000E+00   45.654321
  -9.533  0.13595121E-16  0.18482733E-33  0.00000000E+00   45.442222
  -9.511  0.16681017E-16  0.27825632E-33  0.00000000E+00   45.230617
  -9.489  0.20456683E-16  0.41847590E-33  0.00000000E+00   45.019506
  -9.467  0.25073954E-16  0.62870316E-33  0.00000000E+00   44.808889
  -9.444  0.30717535E-16  0.94356696E-33  0.00000000E+00   44.598765
  -9.422  0.37612010E-16  0.14146633E-32  0.00000000E+00   44.389136
  -9.400  0.46030299E-16  0.21187884E-32  0.00000000E+00   44.180000
  -9.378  0.56303891E-16  0.31701281E-32  0.00000000E+00   43.971358
  -9.356  0.68835196E-16  0.47382842E-32  0.00000000E+00   43.763210
  -9.333  0.84112461E-16  0.70749061E-32  0.00000000E+00   43.555556
  -9.311  0.10272776E-15  0.10552993E-31  0.00000000E+00   43.348395
  -9.289  0.12539870E-15  0.15724833E-31  0.00000000E+00   43.141728
  -9.267  0.15299454E-15  0.23407330E-31  0.00000000E+00   42.935556
  -9.244  0.18656775E-15  0.34807526E-31  0.00000000E+00   42.729877
  -9.222  0.22739185E-15  0.51707056E-31  0.00000000E+00   42.524691
  -9.200  0.27700710E-15  0.76732932E-31  0.00000000E+00   42.320000
  -9.178  0.33727529E-15  0.11375462E-30  0.00000000E+00   42.115802
  -9.156  0.41044574E-15  0.16846571E-30  0.00000000E+00   41.912099
  -9.133  0.49923445E-15  0.24923504E-30  0.00000000E+00   41.708889
  -9.111  0.60691919E-15  0.36835091E-30  0.00000000E+00   41.506173
  -9.089  0.73745357E-15  0.54383777E-30  0.00000000E+00   41.303951
  -9.067  0.89560383E-15  0.80210622E-30  0.00000000E+00   41.102222
  -9.044  0.10871128E-14  0.11818142E-29  0.00000000E+00   40.900988
  -9.022  0.13188963E-14  0.17394874E-29  0.00000000E+00   40.700247
  -9.000  0.15992782E-14  0.25576906E-29  0.00000000E+00   40.500000
  -8.978  0.19382717E-14  0.37568972E-29  0.00000000E+00   40.300247
  -8.956  0.23479159E-14  0.55127092E-29  0.00000000E+00   40.100988
  -8.933  0.28426778E-14  0.80808168E-29  0.00000000E+00   39.902222
  -8.911  0.34399321E-14  0.11833133E-28  0.00000000E+00   39.703951
  -8.889  0.41605355E-14  0.17310056E-28  0.00000000E+00   39.506173
  -8.867  0.50295098E-14  0.25295969E-28  0.00000000E+00   39.308889
  -8.844  0.60768584E-14  0.36928208E-28  0.00000000E+00   39.112099
  -8.822  0.73385380E-14  0.53854141E-28  0.00000000E+00   38.915802
  -8.800  0.88576175E-14  0.78457387E-28  0.00000000E+00   38.720000
  -8.778  0.10685656E-13  0.11418324E-27  0.00000000E+00   38.524691
  -8.756  0.12884343E-13  0.16600630E-27  0.00000000E+00   38.329877
  -8.733  0.15527452E-13  0.24110177E-27  0.00000000E+00   38.135556
  -8.711  0.18703154E-13  0.34980798E-27  0.00000000E+00   37.941728
  -8.689  0.22516777E-13  0.50700524E-27  0.00000000E+00   37.748395
  -8.667  0.27094070E-13  0.73408864E-27  0.00000000E+00   37.555556
  -8.644  0.32585087E-13  0.10617879E-26  0.00000000E+00   37.363210
  -8.622  0.39168784E-13  0.15341937E-26  0.00000000E+00   37.171358
  -8.600  0.47058471E-13  0.22144997E-26  0.00000000E+00   36.980000
  -8.578  0.56508269E-13  0.31931844E-26  0.00000000E+00   36.789136
  -8.556  0.67820753E-13  0.45996546E-26  0.00000000E+00   36.598765
  -8.533  0.81356000E-13  0.66187987E-26  0.00000000E+00   36.408889
  -8.511  0.97542276E-13  0.95144955E-26  0.00000000E+00   36.219506
  -8.489  0.11688868E-12  0.13662963E-25  0.00000000E+00   36.030617
  -8.467  0.14000006E-12  0.19600018E-25  0.00000000E+00   35.842222
  -8.444  0.16759466E-12  0.28087971E-25  0.00000000E+00   35.654321
  -8.422  0.20052488E-12  0.40210226E-25  0.00000000E+00   35.466914
  -8.400  0.23980177E-12  0.57504891E-25  0.00000000E+00   35.280000
  -8.378  0.28662399E-12  0.82153312E-25  0.00000000E+00   35.093580
  -8.356  0.34241174E-12  0.11724580E-24  0.00000000E+00   34.907654
  -8.333  0.40884685E-12  0.16715575E-24  0.00000000E+00   34.722222
  -8.311  0.48791989E-12  0.23806582E-24  0.00000000E+00   34.537284
  -8.289  0.58198553E-12  0.33870715E-24  0.00000000E+00   34.352840
  -8.267  0.69382763E-12  0.48139678E-24  0.00000000E+00   34.168889
  -8.244  0.82673569E-12  0.68349191E-24  0.00000000E+00   33.985432
  -8.222  0.98459453E-12  0.96942639E-24  0.00000000E+00   33.802469
  -8.200  0.11719895E-11  0.13735594E-23  0.00000000E+00   33.620000
  -8.178  0.13943299E-11  0.19441560E-23  0.00000000E+00   33.438025
  -8.156  0.16579936E-11  0.27489427E-23  0.00000000E+00   33.256543
  -8.133  0.19704959E-11  0.38828542E-23  0.00000000E+00   33.075556
  -8.111  0.23406883E-11  0.54788219E-23  0.00000000E+00   32.895062
  -8.089  0.27789896E-11  0.77227834E-23  0.00000000E+00   32.715062
  -8.067  0.32976571E-11  0.10874542E-22  0.00000000E+00   32.535556
  -8.044  0.39111028E-11  0.15296725E-22  0.00000000E+00   32.356543
  -8.022  0.46362632E-11  0.21494937E-22  0.00000000E+00   32.178025
  -8.000  0.54930302E-11  0.30173381E-22  0.00000000E+00   32.000000
  -7.978  0.65047540E-11  0.42311825E-22  0.00000000E+00   31.822469
  -7.956  0.76988294E-11  0.59271975E-22  0.00000000E+00   31.645432
  -7.933  0.91073784E-11  0.82944342E-22  0.00000000E+00   31.468889
  -7.911  0.10768045E-10  0.11595080E-21  0.00000000E+00   31.292840
  -7.889  0.12724921E-10  0.16192362E-21  0.00000000E+00   31.117284
  -7.867  0.15029620E-10  0.22588948E-21  0.00000000E+00   30.942222
  -7.844  0.17742529E-10  0.31479733E-21  0.00000000E+00   30.767654
  -7.822  0.20934258E-10  0.43824318E-21  0.00000000E+00   30.593580
  -7.800  0.24687330E-10  0.60946427E-21  0.00000000E+00   30.420000
  -7.778  0.29098130E-10  0.84670118E-21  0.00000000E+00   30.246914
  -7.756  0.34279177E-10  0.11750620E-20  0.00000000E+00   30.074321
  -7.733  0.40361749E-10  0.16290708E-20  0.00000000E+00   29.902222
  -7.711  0.47498924E-10  0.22561478E-20  0.00000000E+00   29.730617
  -7.689  0.55869105E-10  0.31213568E-20  0.00000000E+00   29.559506
  -7.667  0.65680088E-10  0.43138739E-20  0.00000000E+00   29.388889
  -7.644  0.77173775E-10  0.59557915E-20  0.00000000E+00   29.218765
  -7.622  0.90631610E-10  0.82140888E-20  0.00000000E+00   29.049136
  -7.600  0.10638086E-09  0.11316888E-19  0.00000000E+00   28.880000
