#   x         y(x)            y(x)^2      classical p(x)    V
 -10.000  0.52780300E-19  0.27857601E-38  0.00000000E+00   50.000000
  -9.980  0.10752870E-18  0.11562421E-37  0.00000000E+00   49.800200
  -9.960  0.16627079E-18  0.27645977E-37  0.00000000E+00   49.600800
  -9.940  0.23116233E-18  0.53436021E-37  0.00000000E+00   49.401800
  -9.920  0.30456669E-18  0.92760871E-37  0.00000000E+00   49.203200
  -9.900  0.38913875E-18  0.15142896E-36  0.00000000E+00   49.005000
  -9.880  0.48791770E-18  0.23806368E-36  0.00000000E+00   48.807200
  -9.860  0.60443234E-18  0.36533845E-36  0.00000000E+00   48.609800
  -9.840  0.74282209E-18  0.55178466E-36  0.00000000E+00   48.412800
  -9.820  0.90797780E-18  0.82442369E-36  0.00000000E+00   48.216200
  -9.800  0.11057069E-17  0.12225878E-35  0.00000000E+00   48.020000
  -9.780  0.13429285E-17  0.18034570E-35  0.00000000E+00   47.824200
  -9.760  0.16279038E-17  0.26500707E-35  0.00000000E+00   47.628800
  -9.740  0.19705104E-17  0.38829114E-35  0.00000000E+00   47.433800
  -9.720  0.23825684E-17  0.56766320E-35  0.00000000E+00   47.239200
  -9.700  0.28782277E-17  0.82841946E-35  0.00000000E+00   47.045000
  -9.680  0.34744308E-17  0.12071669E-34  0.00000000E+00   46.851200
  -9.660  0.41914628E-17  0.17568361E-34  0.00000000E+00   46.657800
  -9.640  0.50536076E-17  0.25538950E-34  0.00000000E+00   46.464800
  -9.620  0.60899288E-17  0.37087233E-34  0.00000000E+00   46.272200
  -9.600  0.73352005E-17  0.53805166E-34  0.00000000E+00   46.080000
  -9.580  0.88310147E-17  0.77986821E-34  0.00000000E+00   45.888200
  -9.560  0.10627100E-16  0.11293526E-33  0.00000000E+00   45.696800
  -9.540  0.12782891E-16  0.16340231E-33  0.00000000E+00   45.505800
  -9.520  0.15369393E-16  0.23621825E-33  0.00000000E+00   45.315200
  -9.500  0.18471400E-16  0.34119261E-33  0.00000000E+00   45.125000
  -9.480  0.22190129E-16  0.49240183E-33  0.00000000E+00   44.935200
  -9.460  0.26646355E-16  0.71002825E-33  0.00000000E+00   44.745800
  -9.440  0.31984123E-16  0.10229841E-32  0.00000000E+00   44.556800
  -9.420  0.38375159E-16  0.14726528E-32  0.00000000E+00   44.368200
  -9.400  0.46024106E-16  0.21182183E-32  0.00000000E+00   44.180000
  -9.380  0.55174724E-16  0.30442502E-32  0.00000000E+00   43.992200
  -9.360  0.66117247E-16  0.43714904E-32  0.00000000E+00   43.804800
  -9.340  0.79197089E-16  0.62721789E-32  0.00000000E+00   43.617800
  -9.320  0.94825161E-16  0.89918112E-32  0.00000000E+00   43.431200
  -9.300  0.11349008E-15  0.12879998E-31  0.00000000E+00   43.245000
  -9.280  0.13577261E-15  0.18434202E-31  0.00000000E+00   43.059200
  -9.260  0.16236274E-15  0.26361661E-31  0.00000000E+00   42.873800
  -9.240  0.19407989E-15  0.37667004E-31  0.00000000E+00   42.688800
  -9.220  0.23189673E-15  0.53776094E-31  0.00000000E+00   42.504200
  -9.200  0.27696738E-15  0.76710927E-31  0.00000000E+00   42.320000
  -9.180  0.33066063E-15  0.10933645E-30  0.00000000E+00   42.136200
  -9.160  0.39459922E-15  0.15570854E-30  0.00000000E+00   41.952800
  -9.140  0.47070606E-15  0.22156419E-30  0.00000000E+00   41.769800
  -9.120  0.56125880E-15  0.31501144E-30  0.00000000E+00   41.587200
  -9.100  0.66895409E-15  0.44749957E-30  0.00000000E+00   41.405000
  -9.080  0.79698329E-15  0.63518236E-30  0.00000000E+00   41.223200
  -9.060  0.94912155E-15  0.90083172E-30  0.00000000E+00   41.041800
  -9.040  0.11298327E-14  0.12765220E-29  0.00000000E+00   40.860800
  -9.020  0.13443926E-14  0.18073915E-29  0.00000000E+00   40.680200
  -9.000  0.15990341E-14  0.25569101E-29  0.00000000E+00   40.500000
  -8.980  0.19011174E-14  0.36142473E-29  0.00000000E+00   40.320200
  -8.960  0.22593302E-14  0.51045729E-29  0.00000000E+00   40.140800
  -8.940  0.26839228E-14  0.72034416E-29  0.00000000E+00   39.961800
  -8.920  0.31869837E-14  0.10156865E-28  0.00000000E+00   39.783200
  -8.900  0.37827630E-14  0.14309296E-28  0.00000000E+00   39.605000
  -8.880  0.44880520E-14  0.20142610E-28  0.00000000E+00   39.427200
  -8.860  0.53226270E-14  0.28330358E-28  0.00000000E+00   39.249800
  -8.840  0.63097705E-14  0.39813203E-28  0.00000000E+00   39.072800
  -8.820  0.74768805E-14  0.55903742E-28  0.00000000E+00   38.896200
  -8.800  0.88561841E-14  0.78431996E-28  0.00000000E+00   38.720000
  -8.780  0.10485572E-13  0.10994721E-27  0.00000000E+00   38.544200
  -8.760  0.12409573E-13  0.15399750E-27  0.00000000E+00   38.368800
  -8.740  0.14680498E-13  0.21551701E-27  0.00000000E+00   38.193800
  -8.720  0.17359767E-13  0.30136151E-27  0.00000000E+00   38.019200
  -8.700  0.20519471E-13  0.42104869E-27  0.00000000E+00   37.845000
  -8.680  0.24244182E-13  0.58778038E-27  0.00000000E+00   37.671200
  -8.660  0.28633076E-13  0.81985304E-27  0.00000000E+00   37.497800
  -8.640  0.33802398E-13  0.11426021E-26  0.00000000E+00   37.324800
  -8.620  0.39888346E-13  0.15910801E-26  0.00000000E+00   37.152200
  -8.600  0.47050421E-13  0.22137421E-26  0.00000000E+00   36.980000
  -8.580  0.55475336E-13  0.30775129E-26  0.00000000E+00   36.808200
  -8.560  0.65381559E-13  0.42747482E-26  0.00000000E+00   36.636800
  -8.540  0.77024603E-13  0.59327894E-26  0.00000000E+00   36.465800
  -8.520  0.90703176E-13  0.82270661E-26  0.00000000E+00   36.295200
  -8.500  0.10676633E-12  0.11399049E-25  0.00000000E+00   36.125000
  -8.480  0.12562177E-12  0.15780828E-25  0.00000000E+00   35.955200
  -8.460  0.14774548E-12  0.21828726E-25  0.00000000E+00   35.785800
  -8.440  0.17369295E-12  0.30169240E-25  0.00000000E+00   35.616800
  -8.420  0.20411213E-12  0.41661761E-25  0.00000000E+00   35.448200
  -8.400  0.23975852E-12  0.57484148E-25  0.00000000E+00   35.280000
  -8.380  0.28151261E-12  0.79249351E-25  0.00000000E+00   35.112200
  -8.360  0.33040012E-12  0.10916424E-24  0.00000000E+00   34.944800
  -8.340  0.38761540E-12  0.15024570E-24  0.00000000E+00   34.777800
  -8.320  0.45454858E-12  0.20661442E-24  0.00000000E+00   34.611200
  -8.300  0.53281692E-12  0.28389387E-24  0.00000000E+00   34.445000
