#   x         y(x)            y(x)^2      classical p(x)    V
 -10.000  0.42334640E-19  0.17922217E-38  0.00000000E+00   50.000000
  -9.985  0.85602335E-19  0.73277598E-38  0.00000000E+00   49.846272
  -9.969  0.13075097E-18  0.17095816E-37  0.00000000E+00   49.692781
  -9.954  0.17876331E-18  0.31956322E-37  0.00000000E+00   49.539527
  -9.938  0.23067809E-18  0.53212379E-37  0.00000000E+00   49.386509
  -9.923  0.28761194E-18  0.82720630E-37  0.00000000E+00   49.233728
  -9.908  0.35078288E-18  0.12304863E-36  0.00000000E+00   49.081183
  -9.892  0.42153544E-18  0.17769213E-36  0.00000000E+00   48.928876
  -9.877  0.50136841E-18  0.25137028E-36  0.00000000E+00   48.776805
  -9.862  0.59196532E-18  0.35042294E-36  0.00000000E+00   48.624970
  -9.846  0.69522856E-18  0.48334275E-36  0.00000000E+00   48.473373
  -9.831  0.81331762E-18  0.66148555E-36  0.00000000E+00   48.322012
  -9.815  0.94869232E-18  0.90001712E-36  0.00000000E+00   48.170888
  -9.800  0.11041617E-17  0.12191732E-35  0.00000000E+00   48.020000
  -9.785  0.12829398E-17  0.16459346E-35  0.00000000E+00   47.869349
  -9.769  0.14887088E-17  0.22162539E-35  0.00000000E+00   47.718935
  -9.754  0.17256913E-17  0.29780105E-35  0.00000000E+00   47.568757
  -9.738  0.19987331E-17  0.39949339E-35  0.00000000E+00   47.418817
  -9.723  0.23133971E-17  0.53518061E-35  0.00000000E+00   47.269112
  -9.708  0.26760715E-17  0.71613589E-35  0.00000000E+00   47.119645
  -9.692  0.30940931E-17  0.95734123E-35  0.00000000E+00   46.970414
  -9.677  0.35758882E-17  0.12786976E-34  0.00000000E+00   46.821420
  -9.662  0.41311340E-17  0.17066269E-34  0.00000000E+00   46.672663
  -9.646  0.47709440E-17  0.22761907E-34  0.00000000E+00   46.524142
  -9.631  0.55080783E-17  0.30338927E-34  0.00000000E+00   46.375858
  -9.615  0.63571863E-17  0.40413817E-34  0.00000000E+00   46.227811
  -9.600  0.73350823E-17  0.53803432E-34  0.00000000E+00   46.080000
  -9.585  0.84610623E-17  0.71589575E-34  0.00000000E+00   45.932426
  -9.569  0.97572651E-17  0.95204223E-34  0.00000000E+00   45.785089
  -9.554  0.11249086E-16  0.12654193E-33  0.00000000E+00   45.637988
  -9.538  0.12965646E-16  0.16810798E-33  0.00000000E+00   45.491124
  -9.523  0.14940337E-16  0.22321368E-33  0.00000000E+00   45.344497
  -9.508  0.17211432E-16  0.29623340E-33  0.00000000E+00   45.198107
  -9.492  0.19822791E-16  0.39294305E-33  0.00000000E+00   45.051953
  -9.477  0.22824663E-16  0.52096526E-33  0.00000000E+00   44.906036
  -9.462  0.26274605E-16  0.69035488E-33  0.00000000E+00   44.760355
  -9.446  0.30238525E-16  0.91436837E-33  0.00000000E+00   44.614911
  -9.431  0.34791874E-16  0.12104745E-32  0.00000000E+00   44.469704
  -9.415  0.40021012E-16  0.16016814E-32  0.00000000E+00   44.324734
  -9.400  0.46024752E-16  0.21182778E-32  0.00000000E+00   44.180000
  -9.385  0.52916133E-16  0.28001171E-32  0.00000000E+00   44.035503
  -9.369  0.60824432E-16  0.36996116E-32  0.00000000E+00   43.891243
  -9.354  0.69897462E-16  0.48856552E-32  0.00000000E+00   43.747219
  -9.338  0.80304181E-16  0.64487615E-32  0.00000000E+00   43.603432
