#   x         y(x)            y(x)^2      classical p(x)    V
 -10.000  0.23568585E-19  0.55547822E-39  0.00000000E+00   50.000000
  -9.992  0.47277480E-19  0.22351601E-38  0.00000000E+00   49.920032
  -9.984  0.71267385E-19  0.50790402E-38  0.00000000E+00   49.840128
  -9.976  0.95680183E-19  0.91546975E-38  0.00000000E+00   49.760288
  -9.968  0.12065977E-18  0.14558780E-37  0.00000000E+00   49.680512
  -9.960  0.14635290E-18  0.21419172E-37  0.00000000E+00   49.600800
  -9.952  0.17291003E-18  0.29897877E-37  0.00000000E+00   49.521152
  -9.944  0.20048617E-18  0.40194703E-37  0.00000000E+00   49.441568
  -9.936  0.22924180E-18  0.52551803E-37  0.00000000E+00   49.362048
  -9.928  0.25934377E-18  0.67259192E-37  0.00000000E+00   49.282592
  -9.920  0.29096623E-18  0.84661348E-37  0.00000000E+00   49.203200
  -9.912  0.32429162E-18  0.10516506E-36  0.00000000E+00   49.123872
  -9.904  0.35951169E-18  0.12924866E-36  0.00000000E+00   49.044608
  -9.896  0.39682857E-18  0.15747292E-36  0.00000000E+00   48.965408
  -9.888  0.43645588E-18  0.19049373E-36  0.00000000E+00   48.886272
  -9.880  0.47861991E-18  0.22907702E-36  0.00000000E+00   48.807200
  -9.872  0.52356088E-18  0.27411600E-36  0.00000000E+00   48.728192
  -9.864  0.57153424E-18  0.32665139E-36  0.00000000E+00   48.649248
  -9.856  0.62281206E-18  0.38789487E-36  0.00000000E+00   48.570368
  -9.848  0.67768453E-18  0.45925633E-36  0.00000000E+00   48.491552
  -9.840  0.73646151E-18  0.54237556E-36  0.00000000E+00   48.412800
  -9.832  0.79947422E-18  0.63915902E-36  0.00000000E+00   48.334112
  -9.824  0.86707700E-18  0.75182253E-36  0.00000000E+00   48.255488
  -9.816  0.93964927E-18  0.88294075E-36  0.00000000E+00   48.176928
  -9.808  0.10175975E-17  0.10355047E-35  0.00000000E+00   48.098432
  -9.800  0.11013574E-17  0.12129881E-35  0.00000000E+00   48.020000
  -9.792  0.11913963E-17  0.14194252E-35  0.00000000E+00   47.941632
  -9.784  0.12882156E-17  0.16594993E-35  0.00000000E+00   47.863328
  -9.776  0.13923532E-17  0.19386476E-35  0.00000000E+00   47.785088
  -9.768  0.15043870E-17  0.22631803E-35  0.00000000E+00   47.706912
  -9.760  0.16249372E-17  0.26404209E-35  0.00000000E+00   47.628800
  -9.752  0.17546699E-17  0.30788664E-35  0.00000000E+00   47.550752
  -9.744  0.18943007E-17  0.35883752E-35  0.00000000E+00   47.472768
  -9.736  0.20445984E-17  0.41803827E-35  0.00000000E+00   47.394848
  -9.728  0.22063889E-17  0.48681520E-35  0.00000000E+00   47.316992
  -9.720  0.23805596E-17  0.56670639E-35  0.00000000E+00   47.239200
  -9.712  0.25680640E-17  0.65949529E-35  0.00000000E+00   47.161472
  -9.704  0.27699269E-17  0.76724951E-35  0.00000000E+00   47.083808
  -9.696  0.29872493E-17  0.89236583E-35  0.00000000E+00   47.006208
  -9.688  0.32212144E-17  0.10376222E-34  0.00000000E+00   46.928672
  -9.680  0.34730937E-17  0.12062380E-34  0.00000000E+00   46.851200
  -9.672  0.37442536E-17  0.14019435E-34  0.00000000E+00   46.773792
  -9.664  0.40361621E-17  0.16290605E-34  0.00000000E+00   46.696448
  -9.656  0.43503970E-17  0.18925954E-34  0.00000000E+00   46.619168
  -9.648  0.46886533E-17  0.21983470E-34  0.00000000E+00   46.541952
  -9.640  0.50527525E-17  0.25530307E-34  0.00000000E+00   46.464800
  -9.632  0.54446513E-17  0.29644228E-34  0.00000000E+00   46.387712
  -9.624  0.58664523E-17  0.34415262E-34  0.00000000E+00   46.310688
  -9.616  0.63204140E-17  0.39947633E-34  0.00000000E+00   46.233728
  -9.608  0.68089629E-17  0.46361975E-34  0.00000000E+00   46.156832
  -9.600  0.73347053E-17  0.53797902E-34  0.00000000E+00   46.080000
  -9.592  0.79004409E-17  0.62416966E-34  0.00000000E+00   46.003232
  -9.584  0.85091767E-17  0.72406088E-34  0.00000000E+00   45.926528
  -9.576  0.91641423E-17  0.83981504E-34  0.00000000E+00   45.849888
  -9.568  0.98688061E-17  0.97393333E-34  0.00000000E+00   45.773312
  -9.560  0.10626893E-16  0.11293085E-33  0.00000000E+00   45.696800
  -9.552  0.11442402E-16  0.13092856E-33  0.00000000E+00   45.620352
  -9.544  0.12319628E-16  0.15177323E-33  0.00000000E+00   45.543968
  -9.536  0.13263182E-16  0.17591199E-33  0.00000000E+00   45.467648
  -9.528  0.14278014E-16  0.20386169E-33  0.00000000E+00   45.391392
  -9.520  0.15369439E-16  0.23621965E-33  0.00000000E+00   45.315200
  -9.512  0.16543161E-16  0.27367618E-33  0.00000000E+00   45.239072
  -9.504  0.17805304E-16  0.31702887E-33  0.00000000E+00   45.163008
  -9.496  0.19162441E-16  0.36719915E-33  0.00000000E+00   45.087008
  -9.488  0.20621625E-16  0.42525142E-33  0.00000000E+00   45.011072
  -9.480  0.22190426E-16  0.49241502E-33  0.00000000E+00   44.935200
  -9.472  0.23876969E-16  0.57010963E-33  0.00000000E+00   44.859392
  -9.464  0.25689968E-16  0.65997448E-33  0.00000000E+00   44.783648
  -9.456  0.27638779E-16  0.76390210E-33  0.00000000E+00   44.707968
  -9.448  0.29733434E-16  0.88407711E-33  0.00000000E+00   44.632352
  -9.440  0.31984699E-16  0.10230210E-32  0.00000000E+00   44.556800
  -9.432  0.34404123E-16  0.11836437E-32  0.00000000E+00   44.481312
  -9.424  0.37004092E-16  0.13693028E-32  0.00000000E+00   44.405888
  -9.416  0.39797893E-16  0.15838723E-32  0.00000000E+00   44.330528
  -9.408  0.42799776E-16  0.18318208E-32  0.00000000E+00   44.255232
  -9.400  0.46025023E-16  0.21183027E-32  0.00000000E+00   44.180000
  -9.392  0.49490023E-16  0.24492624E-32  0.00000000E+00   44.104832
  -9.384  0.53212349E-16  0.28315541E-32  0.00000000E+00   44.029728
  -9.376  0.57210844E-16  0.32730807E-32  0.00000000E+00   43.954688
  -9.368  0.61505709E-16  0.37829523E-32  0.00000000E+00   43.879712
  -9.360  0.66118603E-16  0.43716697E-32  0.00000000E+00   43.804800
  -9.352  0.71072743E-16  0.50513348E-32  0.00000000E+00   43.729952
  -9.344  0.76393016E-16  0.58358929E-32  0.00000000E+00   43.655168
  -9.336  0.82106098E-16  0.67414113E-32  0.00000000E+00   43.580448
  -9.328  0.88240580E-16  0.77863999E-32  0.00000000E+00   43.505792
  -9.320  0.94827101E-16  0.89921791E-32  0.00000000E+00   43.431200
